System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:25:17:640, 37595647259231,    1.363,   37.000, 2700,   5.174,  16.522,   4.589,   2.455,  11.546,   3.207, 51,  0,   0.000,   0.000,   0.000,   0.213,   0.180,   0.050,  24.000,  51.000, 105.000,   0.000,   0.000,   72,  84.769
13:25:17:766, 37595951615509,    1.489,   38.000, 1300,   5.207,  17.177,   4.771,   2.305,  11.836,   3.288, 50,  0,   0.000,   0.000,   0.000,   0.330,   0.222,   0.062,  24.000,  51.000, 105.000,   0.000,   0.000,  238,  59.853
13:25:17:907, 37596292404442,    1.630,   32.000, 1400,   6.013,  18.024,   5.007,   2.494,  12.187,   3.385, 51,  0,   0.000,   0.000,   0.000,   0.346,   0.271,   0.075,  24.000,  51.000, 105.000,   0.000,   0.000,  164,  50.881
13:25:18:062, 37596667254634,    1.785,   35.000, 2600,   8.048,  19.271,   5.353,   4.569,  12.895,   3.582, 56,  0,   0.000,   0.000,   0.000,   0.272,   0.313,   0.087,  24.000,  51.000, 105.000,   0.000,   0.000,  207,  71.146
13:25:18:185, 37596966820487,    1.909,   39.000, 3800,  12.701,  20.844,   5.790,   9.083,  14.020,   3.894, 54,  0,   0.000,   0.000,   0.000,   0.468,   0.371,   0.103,  24.000,  51.000, 105.000,   0.000,   0.000,  212,  58.491
13:25:18:310, 37597269246694,    2.034,   38.000, 3600,  16.453,  22.901,   6.361,  12.183,  15.543,   4.317, 56,  0,   0.000,   0.000,   0.000,   0.347,   0.414,   0.115,  24.000,  51.000, 105.000,   0.000,   0.000,   74,  91.226
13:25:18:435, 37597570132578,    2.158,   40.000, 2000,  16.343,  24.933,   6.926,  11.875,  17.020,   4.728, 53,  0,   0.000,   0.000,   0.000,   0.853,   0.520,   0.145,  24.000,  51.000, 105.000,   0.000,   0.000,  388,  57.108
13:25:18:558, 37597868001858,    2.281,   38.000, 1400,   7.214,  25.822,   7.173,   4.217,  17.539,   4.872, 59,  0,   0.000,   0.000,   0.000,   0.276,   0.554,   0.154,  24.000,  51.000, 105.000,   0.000,   0.000,  166,  69.726
13:25:18:683, 37598170451473,    2.406,   40.000, 3200,  13.974,  27.569,   7.658,   9.943,  18.782,   5.217, 52,  0,   0.000,   0.000,   0.000,   0.230,   0.583,   0.162,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  91.976
13:25:18:792, 37598434809211,    2.516,   41.000, 1700,   6.631,  28.293,   7.859,   3.527,  19.167,   5.324, 51,  0,   0.000,   0.000,   0.000,   0.029,   0.586,   0.163,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  96.129
13:25:18:901, 37598697008564,    2.624,   43.000, 2000,   7.750,  29.133,   8.093,   4.485,  19.654,   5.459, 51,  0,   0.000,   0.000,   0.000,   0.070,   0.594,   0.165,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  93.101
13:25:19:024, 37598995742394,    2.747,   40.000, 2800,   5.993,  29.873,   8.298,   2.743,  19.992,   5.553, 52,  0,   0.000,   0.000,   0.000,   0.183,   0.616,   0.171,  24.000,  51.000, 105.000,   0.000,   0.000,  283,  57.098
13:25:19:132, 37599255963951,    2.855,   38.000, 3800,  16.825,  31.683,   8.801,  11.772,  21.259,   5.905, 54,  0,   0.000,   0.000,   0.000,   0.498,   0.670,   0.186,  24.000,  51.000, 105.000,   0.000,   0.000,  295,  67.562
13:25:19:271, 37599593549454,    2.995,   42.000, 3800,  21.016,  34.616,   9.615,  15.434,  23.412,   6.503, 59,  0,   0.000,   0.000,   0.000,   0.962,   0.804,   0.223,  24.000,  51.000, 105.000,   0.000,   0.000,  518,  48.982
13:25:19:380, 37599855794190,    3.103,   46.000, 3800,  21.894,  36.989,  10.275,  16.881,  25.242,   7.012, 59,  0,   0.000,   0.000,   0.000,   0.327,   0.840,   0.233,  24.000,  51.000, 105.000,   0.000,   0.000,  361,  52.397
13:25:19:487, 37600115829171,    3.210,   57.000, 3800,  24.139,  39.583,  10.995,  18.841,  27.267,   7.574, 63,  0,   0.000,   0.000,   0.000,   0.600,   0.904,   0.251,  24.000,  51.000, 105.000,   0.000,   0.000,  181,  79.598
13:25:19:612, 37600418158281,    3.335,   71.000, 3800,  27.336,  43.000,  11.944,  22.172,  30.038,   8.344, 64,  0,   0.000,   0.000,   0.000,   0.424,   0.957,   0.266,  24.000,  51.000, 105.000,   0.000,   0.000,   72,  89.824
13:25:19:734, 37600712275951,    3.457,   72.000, 3800,  26.978,  46.280,  12.855,  22.016,  32.715,   9.087, 65,  0,   0.000,   0.000,   0.000,   0.235,   0.986,   0.274,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  91.890
13:25:19:857, 37601010280053,    3.580,   64.000, 3800,  25.707,  49.446,  13.735,  20.327,  35.219,   9.783, 63,  0,   0.000,   0.000,   0.000,   0.645,   1.065,   0.296,  24.000,  51.000, 105.000,   0.000,   0.000,  294,  57.916
13:25:19:965, 37601272059848,    3.688,   65.000, 3800,  25.439,  52.199,  14.500,  20.343,  37.420,  10.394, 67,  0,   0.000,   0.000,   0.000,   0.333,   1.101,   0.306,  24.000,  51.000, 105.000,   0.000,   0.000,  290,  56.740
13:25:20:073, 37601533067258,    3.796,   71.000, 3800,  27.160,  55.129,  15.314,  21.851,  39.778,  11.049, 66,  0,   0.000,   0.000,   0.000,   0.610,   1.167,   0.324,  24.000,  51.000, 105.000,   0.000,   0.000,  143,  84.278
13:25:20:180, 37601792550025,    3.904,   65.000, 3800,  26.756,  57.999,  16.111,  21.968,  42.134,  11.704, 63,  0,   0.000,   0.000,   0.000,   0.077,   1.175,   0.326,  24.000,  51.000, 105.000,   0.000,   0.000,   98,  89.918
13:25:20:303, 37602090219267,    4.027,   71.000, 3800,  25.693,  61.160,  16.989,  20.610,  44.670,  12.408, 66,  0,   0.000,   0.000,   0.000,   0.326,   1.215,   0.338,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  88.547
13:25:20:425, 37602384819424,    4.148,   72.000, 3800,  27.119,  64.463,  17.906,  22.293,  47.385,  13.162, 66,  0,   0.000,   0.000,   0.000,   0.133,   1.232,   0.342,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  89.994
13:25:20:548, 37602683456310,    4.272,   74.000, 3800,  27.739,  67.887,  18.858,  22.642,  50.180,  13.939, 66,  0,   0.000,   0.000,   0.000,   0.321,   1.271,   0.353,  24.000,  51.000, 105.000,   0.000,   0.000,  197,  53.143
13:25:20:671, 37602980952936,    4.395,   75.000, 3800,  27.560,  71.276,  19.799,  22.553,  52.953,  14.709, 66,  0,   0.000,   0.000,   0.000,   0.262,   1.303,   0.362,  24.000,  51.000, 105.000,   0.000,   0.000,  137,  76.559
13:25:20:794, 37603277793480,    4.517,   77.000, 3800,  27.593,  74.662,  20.739,  22.647,  55.732,  15.481, 67,  0,   0.000,   0.000,   0.000,   0.224,   1.331,   0.370,  24.000,  51.000, 105.000,   0.000,   0.000,  216,  64.399
13:25:20:915, 37603569651852,    4.638,   80.000, 3800,  28.497,  78.100,  21.694,  23.084,  58.517,  16.255, 67,  0,   0.000,   0.000,   0.000,   0.658,   1.410,   0.392,  24.000,  51.000, 105.000,   0.000,   0.000,  136,  59.784
13:25:21:038, 37603867944585,    4.761,   87.000, 3800,  29.710,  81.763,  22.712,  24.627,  61.553,  17.098, 69,  0,   0.000,   0.000,   0.000,   0.302,   1.448,   0.402,  24.000,  51.000, 105.000,   0.000,   0.000,  108,  76.395
13:25:21:159, 37604161249932,    4.883,   84.000, 3800,  28.673,  85.240,  23.678,  23.682,  64.424,  17.896, 68,  0,   0.000,   0.000,   0.000,   0.244,   1.477,   0.410,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  84.800
13:25:21:283, 37604459864397,    5.006,   83.000, 3800,  28.964,  88.815,  24.671,  23.961,  67.382,  18.717, 68,  0,   0.000,   0.000,   0.000,   0.253,   1.509,   0.419,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  90.959
13:25:21:406, 37604757346910,    5.129,   79.000, 3800,  28.156,  92.277,  25.633,  23.137,  70.227,  19.508, 67,  0,   0.000,   0.000,   0.000,   0.283,   1.543,   0.429,  24.000,  51.000, 105.000,   0.000,   0.000,   92,  76.622
13:25:21:530, 37605058470160,    5.254,   71.000, 3800,  26.496,  95.575,  26.549,  21.669,  72.924,  20.257, 67,  0,   0.000,   0.000,   0.000,   0.114,   1.558,   0.433,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  85.435
13:25:21:652, 37605353002589,    5.375,   79.000, 3800,  28.273,  99.017,  27.505,  23.191,  75.748,  21.041, 67,  0,   0.000,   0.000,   0.000,   0.349,   1.600,   0.444,  24.000,  51.000, 105.000,   0.000,   0.000,  201,  69.892
13:25:21:760, 37605614310123,    5.483,   72.000, 3800,  27.333, 101.970,  28.325,  22.153,  78.141,  21.706, 68,  0,   0.000,   0.000,   0.000,   0.406,   1.644,   0.457,  24.000,  51.000, 105.000,   0.000,   0.000,  147,  64.783
13:25:21:868, 37605875503989,    5.591,   75.000, 3800,  27.467, 104.935,  29.149,  22.492,  80.569,  22.380, 70,  0,   0.000,   0.000,   0.000,   0.238,   1.670,   0.464,  24.000,  51.000, 105.000,   0.000,   0.000,  189,  70.232
13:25:21:990, 37606169794289,    5.713,   74.000, 3800,  27.621, 108.295,  30.082,  22.669,  83.327,  23.146, 68,  0,   0.000,   0.000,   0.000,   0.196,   1.693,   0.470,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  86.504
13:25:22:115, 37606473286501,    5.838,   76.000, 3800,  28.103, 111.821,  31.061,  23.050,  86.218,  23.950, 68,  0,   0.000,   0.000,   0.000,   0.285,   1.729,   0.480,  24.000,  51.000, 105.000,   0.000,   0.000,  163,  55.728
13:25:22:222, 37606733232613,    5.946,   76.000, 3800,  27.782, 114.806,  31.891,  22.582,  88.645,  24.624, 67,  0,   0.000,   0.000,   0.000,   0.454,   1.778,   0.494,  24.000,  51.000, 105.000,   0.000,   0.000,  182,  68.189
13:25:22:344, 37607028665010,    6.068,   82.000, 3800,  29.086, 118.358,  32.877,  24.288,  91.611,  25.447, 72,  0,   0.000,   0.000,   0.000,   0.045,   1.784,   0.495,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  81.668
13:25:22:467, 37607323924156,    6.190,   85.000, 3800,  29.509, 121.959,  33.878,  24.323,  94.579,  26.272, 72,  0,   0.000,   0.000,   0.000,   0.409,   1.833,   0.509,  24.000,  51.000, 105.000,   0.000,   0.000,  161,  78.974
13:25:22:590, 37607621933994,    6.313,   85.000, 3800,  29.042, 125.537,  34.871,  23.497,  97.474,  27.076, 72,  0,   0.000,   0.000,   0.000,   0.727,   1.923,   0.534,  24.000,  51.000, 105.000,   0.000,   0.000,  212,  59.282
13:25:22:713, 37607919531575,    6.436,   78.000, 3800,  28.156, 129.000,  35.833,  23.051, 100.310,  27.864, 67,  0,   0.000,   0.000,   0.000,   0.321,   1.962,   0.545,  24.000,  51.000, 105.000,   0.000,   0.000,  121,  70.651
13:25:22:821, 37608182052730,    6.545,   75.000, 3800,  28.043, 132.044,  36.679,  22.809, 102.785,  28.551, 70,  0,   0.000,   0.000,   0.000,   0.458,   2.012,   0.559,  24.000,  51.000, 105.000,   0.000,   0.000,   80,  91.847
13:25:22:944, 37608479679583,    6.668,   75.000, 3800,  27.881, 135.474,  37.632,  22.204, 105.516,  29.310, 70,  0,   0.000,   0.000,   0.000,   0.882,   2.121,   0.589,  24.000,  51.000, 105.000,   0.000,   0.000,  324,  58.544
13:25:23:067, 37608776594920,    6.790,   72.000, 3800,  27.325, 138.828,  38.563,  21.998, 108.216,  30.060, 68,  0,   0.000,   0.000,   0.000,   0.549,   2.188,   0.608,  24.000,  51.000, 105.000,   0.000,   0.000,  168,  78.064
13:25:23:191, 37609076177935,    6.914,   77.000, 3800,  27.871, 142.279,  39.522,  22.659, 111.022,  30.840, 70,  0,   0.000,   0.000,   0.000,   0.472,   2.247,   0.624,  24.000,  51.000, 105.000,   0.000,   0.000,   75,  88.212
13:25:23:314, 37609373666070,    7.037,   70.000, 3800,  27.110, 145.613,  40.448,  21.747, 113.697,  31.582, 68,  0,   0.000,   0.000,   0.000,   0.579,   2.318,   0.644,  24.000,  51.000, 105.000,   0.000,   0.000,  112,  89.745
13:25:23:438, 37609673337179,    7.161,   74.000, 3800,  27.497, 149.019,  41.394,  22.433, 116.475,  32.354, 71,  0,   0.000,   0.000,   0.000,   0.278,   2.352,   0.653,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  90.145
13:25:23:561, 37609970695693,    7.284,   76.000, 3800,  27.794, 152.435,  42.343,  22.512, 119.242,  33.123, 71,  0,   0.000,   0.000,   0.000,   0.495,   2.413,   0.670,  24.000,  51.000, 105.000,   0.000,   0.000,   69,  79.699
13:25:23:683, 37610267822879,    7.407,   65.000, 3600,  26.055, 155.635,  43.232,  20.864, 121.805,  33.835, 67,  0,   0.000,   0.000,   0.000,   0.436,   2.467,   0.685,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  87.488
13:25:23:806, 37610563251650,    7.529,   70.000, 3800,  27.418, 158.984,  44.162,  22.321, 124.531,  34.592, 70,  0,   0.000,   0.000,   0.000,   0.374,   2.512,   0.698,  24.000,  51.000, 105.000,   0.000,   0.000,   66,  71.213
13:25:23:913, 37610822080153,    7.636,   70.000, 3800,  26.880, 161.859,  44.961,  21.927, 126.877,  35.244, 70,  0,   0.000,   0.000,   0.000,   0.216,   2.535,   0.704,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  91.619
13:25:24:021, 37611084380585,    7.744,   73.000, 3800,  28.033, 164.899,  45.805,  23.034, 129.374,  35.937, 68,  0,   0.000,   0.000,   0.000,   0.204,   2.557,   0.710,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  89.825
13:25:24:143, 37611379073081,    7.866,   68.000, 3800,  26.652, 168.146,  46.707,  21.591, 132.004,  36.668, 70,  0,   0.000,   0.000,   0.000,   0.301,   2.594,   0.721,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  87.302
13:25:24:250, 37611638031591,    7.973,   59.000, 3800,  24.599, 170.779,  47.439,  19.596, 134.102,  37.251, 66,  0,   0.000,   0.000,   0.000,   0.298,   2.626,   0.729,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  81.256
13:25:24:357, 37611897038392,    8.080,   62.000, 3800,  25.672, 173.527,  48.202,  20.695, 136.318,  37.866, 68,  0,   0.000,   0.000,   0.000,   0.272,   2.655,   0.738,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  90.462
13:25:24:466, 37612160217181,    8.189,   63.000, 3800,  26.069, 176.363,  48.990,  21.052, 138.608,  38.502, 68,  0,   0.000,   0.000,   0.000,   0.283,   2.686,   0.746,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  87.308
13:25:24:573, 37612420654256,    8.297,   65.000, 3800,  25.779, 179.138,  49.761,  20.749, 140.841,  39.123, 70,  0,   0.000,   0.000,   0.000,   0.266,   2.714,   0.754,  24.000,  51.000, 105.000,   0.000,   0.000,   73,  87.672
13:25:24:698, 37612721995652,    8.421,   62.000, 3800,  25.833, 182.356,  50.655,  20.772, 143.429,  39.841, 68,  0,   0.000,   0.000,   0.000,   0.344,   2.757,   0.766,  24.000,  51.000, 105.000,   0.000,   0.000,  115,  80.203
13:25:24:806, 37612983123133,    8.529,   66.000, 3800,  26.701, 185.238,  51.455,  21.615, 145.762,  40.489, 70,  0,   0.000,   0.000,   0.000,   0.319,   2.792,   0.776,  24.000,  51.000, 105.000,   0.000,   0.000,  168,  73.924
13:25:24:913, 37613242406396,    8.636,   60.000, 3700,  24.224, 187.835,  52.176,  19.129, 147.812,  41.059, 67,  0,   0.000,   0.000,   0.000,   0.354,   2.830,   0.786,  24.000,  51.000, 105.000,   0.000,   0.000,  181,  62.402
13:25:25:036, 37613541358777,    8.760,   66.000, 3800,  26.426, 191.100,  53.083,  21.564, 150.477,  41.799, 70,  0,   0.000,   0.000,   0.000,   0.153,   2.849,   0.791,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  90.157
13:25:25:160, 37613839526462,    8.883,   67.000, 2800,  26.060, 194.312,  53.976,  21.054, 153.072,  42.520, 70,  0,   0.000,   0.000,   0.000,   0.309,   2.887,   0.802,  24.000,  51.000, 105.000,   0.000,   0.000,   58,  89.176
13:25:25:283, 37614138139133,    9.007,   70.000, 3800,  26.685, 197.606,  54.891,  21.544, 155.731,  43.259, 70,  0,   0.000,   0.000,   0.000,   0.350,   2.930,   0.814,  24.000,  51.000, 105.000,   0.000,   0.000,  204,  64.237
13:25:25:406, 37614435739585,    9.130,   68.000, 3800,  26.645, 200.884,  55.801,  21.571, 158.385,  43.996, 67,  0,   0.000,   0.000,   0.000,   0.311,   2.968,   0.824,  24.000,  51.000, 105.000,   0.000,   0.000,  137,  71.920
13:25:25:513, 37614695137978,    9.237,   65.000, 3800,  26.145, 203.687,  56.580,  21.025, 160.639,  44.622, 70,  0,   0.000,   0.000,   0.000,   0.365,   3.007,   0.835,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  76.846
13:25:25:621, 37614955865123,    9.345,   63.000, 3800,  26.215, 206.512,  57.365,  21.143, 162.918,  45.255, 69,  0,   0.000,   0.000,   0.000,   0.314,   3.041,   0.845,  24.000,  51.000, 105.000,   0.000,   0.000,   63,  82.710
13:25:25:729, 37615215754814,    9.452,   61.000, 3800,  25.789, 209.283,  58.134,  21.059, 165.180,  45.883, 70,  0,   0.000,   0.000,   0.000,   0.018,   3.043,   0.845,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  87.817
13:25:25:852, 37615514793777,    9.576,   66.000, 3800,  26.256, 212.528,  59.036,  20.902, 167.764,  46.601, 70,  0,   0.000,   0.000,   0.000,   0.613,   3.119,   0.866,  24.000,  51.000, 105.000,   0.000,   0.000,  231,  71.601
13:25:25:960, 37615774130507,    9.683,   49.000, 2400,  21.638, 214.848,  59.680,  16.045, 169.484,  47.079, 62,  0,   0.000,   0.000,   0.000,   0.840,   3.209,   0.891,  24.000,  51.000, 105.000,   0.000,   0.000,  325,  53.212
13:25:26:066, 37616030964357,    9.789,   44.000, 2900,   6.088, 215.494,  59.860,   2.920, 169.794,  47.165, 61,  0,   0.000,   0.000,   0.000,   0.125,   3.222,   0.895,  24.000,  51.000, 105.000,   0.000,   0.000,  219,  73.109
13:25:26:173, 37616290416807,    9.896,   45.000, 1700,   6.199, 216.159,  60.044,   2.703, 170.084,  47.246, 58,  0,   0.000,   0.000,   0.000,   0.267,   3.251,   0.903,  24.000,  51.000, 105.000,   0.000,   0.000,   68,  93.070
13:25:26:282, 37616554401366,   10.005,   41.000, 1300,   6.551, 216.874,  60.243,   3.129, 170.425,  47.340, 57,  0,   0.000,   0.000,   0.000,   0.316,   3.285,   0.913,  24.000,  51.000, 105.000,   0.000,   0.000,  268,  56.047
13:25:26:422, 37616891558361,   10.145,   38.000, 1400,   8.081, 218.000,  60.556,   3.729, 170.945,  47.485, 58,  0,   0.000,   0.000,   0.000,   0.300,   3.327,   0.924,  24.000,  51.000, 105.000,   0.000,   0.000,  205,  70.087
13:25:26:543, 37617186514379,   10.267,   37.000, 3800,   9.204, 219.122,  60.867,   6.080, 171.686,  47.691, 65,  0,   0.000,   0.000,   0.000,   0.187,   3.350,   0.931,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  86.403
13:25:26:668, 37617487148381,   10.391,   37.000, 3800,  14.826, 220.965,  61.379,  11.051, 173.060,  48.072, 63,  0,   0.000,   0.000,   0.000,   0.281,   3.385,   0.940,  24.000,  51.000, 105.000,   0.000,   0.000,  312,  51.980
13:25:26:775, 37617745673588,   10.498,   31.000, 3400,  16.113, 222.687,  61.857,  12.823, 174.430,  48.453, 69,  0,   0.000,   0.000,   0.000,   0.324,   3.420,   0.950,  24.000,  51.000, 105.000,   0.000,   0.000,  254,  55.512
13:25:26:899, 37618047257189,   10.623,   42.000, 1300,  10.122, 223.948,  62.208,   7.248, 175.333,  48.704, 57,  0,   0.000,   0.000,   0.000,   0.179,   3.442,   0.956,  24.000,  51.000, 105.000,   0.000,   0.000,  234,  67.635
13:25:27:052, 37618417556091,   10.776,   37.000, 1400,   5.673, 224.817,  62.449,   2.838, 175.768,  48.824, 56,  0,   0.000,   0.000,   0.000,   0.222,   3.476,   0.965,  24.000,  51.000, 105.000,   0.000,   0.000,  281,  50.763
13:25:27:207, 37618791572457,   10.930,   39.000, 1300,   6.151, 225.768,  62.713,   3.277, 176.274,  48.965, 56,  0,   0.000,   0.000,   0.000,   0.225,   3.510,   0.975,  24.000,  51.000, 105.000,   0.000,   0.000,  276,  61.291
13:25:27:346, 37619129106406,   11.070,   28.000, 1400,   6.269, 226.642,  62.956,   3.349, 176.742,  49.095, 56,  0,   0.000,   0.000,   0.000,   0.255,   3.546,   0.985,  24.000,  51.000, 105.000,   0.000,   0.000,  301,  50.455
13:25:27:487, 37619470330636,   11.211,   42.000, 1400,   5.859, 227.469,  63.186,   3.004, 177.165,  49.213, 56,  0,   0.000,   0.000,   0.000,   0.190,   3.573,   0.992,  24.000,  51.000, 105.000,   0.000,   0.000,  285,  67.455
13:25:27:610, 37619765712714,   11.333,   38.000, 1400,   6.308, 228.239,  63.400,   3.496, 177.592,  49.331, 55,  0,   0.000,   0.000,   0.000,   0.094,   3.584,   0.996,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  76.159
13:25:27:733, 37620065730457,   11.457,   42.000, 1300,   6.461, 229.040,  63.622,   3.056, 177.971,  49.436, 56,  0,   0.000,   0.000,   0.000,   0.253,   3.616,   1.004,  24.000,  51.000, 105.000,   0.000,   0.000,  299,  63.036
13:25:27:860, 37620370733379,   11.583,   44.000, 2200,   7.497, 229.985,  63.885,   3.549, 178.419,  49.561, 56,  0,   0.000,   0.000,   0.000,   0.104,   3.629,   1.008,  24.000,  51.000, 105.000,   0.000,   0.000,  151,  65.654
13:25:27:984, 37620671180686,   11.707,   38.000, 1900,   8.905, 231.091,  64.192,   5.456, 179.096,  49.749, 57,  0,   0.000,   0.000,   0.000,   0.014,   3.630,   1.008,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  96.464
13:25:28:108, 37620972155448,   11.832,   35.000, 3200,  10.730, 232.426,  64.563,   7.898, 180.079,  50.022, 58,  0,   0.000,   0.000,   0.000,   0.052,   3.637,   1.010,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  95.924
13:25:28:232, 37621270764841,   11.955,   42.000, 3800,  15.297, 234.314,  65.087,  12.339, 181.602,  50.445, 60,  0,   0.000,   0.000,   0.000,   0.083,   3.647,   1.013,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  90.212
13:25:28:340, 37621532025476,   12.063,   40.000, 2900,  14.139, 235.841,  65.511,  11.095, 182.800,  50.778, 61,  0,   0.000,   0.000,   0.000,   0.092,   3.657,   1.016,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  90.567
13:25:28:450, 37621799702632,   12.174,   41.000, 2200,   6.817, 236.596,  65.721,   3.999, 183.243,  50.901, 57,  0,   0.000,   0.000,   0.000,   0.115,   3.670,   1.019,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  86.783
13:25:28:572, 37622093780838,   12.295,   38.000, 2000,   5.985, 237.323,  65.923,   3.102, 183.620,  51.005, 56,  0,   0.000,   0.000,   0.000,   0.161,   3.689,   1.025,  24.000,  51.000, 105.000,   0.000,   0.000,  194,  58.443
13:25:28:696, 37622392618208,   12.419,   41.000, 1400,   5.774, 238.036,  66.121,   2.900, 183.978,  51.105, 55,  0,   0.000,   0.000,   0.000,   0.238,   3.719,   1.033,  24.000,  51.000, 105.000,   0.000,   0.000,  380,  44.108
13:25:28:834, 37622726942307,   12.557,   41.000, 1400,   5.845, 238.844,  66.346,   3.051, 184.400,  51.222, 55,  0,   0.000,   0.000,   0.000,   0.102,   3.733,   1.037,  24.000,  51.000, 105.000,   0.000,   0.000,  113,  70.515
