System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:02:37:499, 43014362996992,    2.484,   43.000, 3200,  16.350,  37.362,  10.378,  11.710,  26.992,   7.498, 58,  0,   0.000,   0.000,   0.000,   0.366,   0.467,   0.130,  24.000,  51.000, 105.000,   0.000,   0.000,  103,  77.519
14:02:37:613, 43014638632787,    2.598,   43.000, 3800,  20.450,  39.692,  11.026,  15.615,  28.772,   7.992, 59,  0,   0.000,   0.000,   0.000,   0.290,   0.500,   0.139,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  90.091
14:02:37:738, 43014939772416,    2.722,   41.000, 3800,  18.573,  42.004,  11.668,  13.936,  30.506,   8.474, 58,  0,   0.000,   0.000,   0.000,   0.193,   0.524,   0.146,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  90.363
14:02:37:846, 43015203043479,    2.831,   43.000, 3800,  21.123,  44.303,  12.306,  16.206,  32.270,   8.964, 58,  0,   0.000,   0.000,   0.000,   0.371,   0.565,   0.157,  24.000,  51.000, 105.000,   0.000,   0.000,   83,  91.004
14:02:37:970, 43015502265342,    2.955,   38.000, 3800,  19.067,  46.661,  12.961,  14.319,  34.041,   9.456, 55,  0,   0.000,   0.000,   0.000,   0.273,   0.599,   0.166,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  85.139
14:02:38:078, 43015761999043,    3.062,   42.000, 3800,  16.666,  48.451,  13.458,  11.825,  35.311,   9.809, 60,  0,   0.000,   0.000,   0.000,   0.318,   0.633,   0.176,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  78.445
14:02:38:187, 43016027242680,    3.172,   42.000, 3800,  19.022,  50.536,  14.038,  14.183,  36.866,  10.240, 58,  0,   0.000,   0.000,   0.000,   0.311,   0.667,   0.185,  24.000,  51.000, 105.000,   0.000,   0.000,   61,  91.076
14:02:38:295, 43016288229741,    3.280,   37.000, 3800,  15.410,  52.198,  14.500,  10.751,  38.025,  10.563, 56,  0,   0.000,   0.000,   0.000,   0.129,   0.681,   0.189,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  79.842
14:02:38:404, 43016551521484,    3.389,   42.000, 2800,  15.463,  53.881,  14.967,  10.747,  39.195,  10.888, 60,  0,   0.000,   0.000,   0.000,   0.220,   0.705,   0.196,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  90.697
14:02:38:526, 43016846653535,    3.511,   45.000, 2300,  20.386,  56.368,  15.658,  15.709,  41.111,  11.420, 60,  0,   0.000,   0.000,   0.000,   0.140,   0.722,   0.201,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  91.695
14:02:38:652, 43017150749011,    3.636,   54.000, 3800,  23.721,  59.350,  16.486,  18.816,  43.477,  12.077, 63,  0,   0.000,   0.000,   0.000,   0.268,   0.755,   0.210,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  68.653
14:02:38:760, 43017412621463,    3.745,   56.000, 3800,  23.889,  61.936,  17.204,  19.114,  45.546,  12.652, 64,  0,   0.000,   0.000,   0.000,   0.127,   0.769,   0.214,  24.000,  51.000, 105.000,   0.000,   0.000,   62,  69.167
14:02:38:869, 43017675589608,    3.853,   43.000, 3800,  22.174,  64.346,  17.874,  17.249,  47.421,  13.172, 61,  0,   0.000,   0.000,   0.000,   0.311,   0.803,   0.223,  24.000,  51.000, 105.000,   0.000,   0.000,   76,  92.352
14:02:38:976, 43017936594670,    3.961,   42.000, 3800,  21.204,  66.634,  18.509,  16.464,  49.197,  13.666, 58,  0,   0.000,   0.000,   0.000,   0.216,   0.826,   0.230,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  89.310
14:02:39:085, 43018199601064,    4.070,   38.000, 3800,  19.181,  68.719,  19.089,  14.314,  50.753,  14.098, 61,  0,   0.000,   0.000,   0.000,   0.300,   0.859,   0.239,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  91.236
14:02:39:194, 43018463533369,    4.179,   41.000, 3800,  16.671,  70.538,  19.594,  11.858,  52.047,  14.457, 60,  0,   0.000,   0.000,   0.000,   0.257,   0.887,   0.246,  24.000,  51.000, 105.000,   0.000,   0.000,   61,  90.198
14:02:39:317, 43018761683490,    4.302,   44.000, 3800,  19.672,  72.963,  20.267,  14.927,  53.886,  14.968, 62,  0,   0.000,   0.000,   0.000,   0.147,   0.905,   0.251,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  89.377
14:02:39:442, 43019063556017,    4.427,   49.000, 3800,  21.962,  75.703,  21.029,  17.250,  56.039,  15.566, 61,  0,   0.000,   0.000,   0.000,   0.120,   0.920,   0.256,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  86.203
14:02:39:567, 43019365286420,    4.552,   38.000, 3800,  20.168,  78.218,  21.727,  15.183,  57.932,  16.092, 58,  0,   0.000,   0.000,   0.000,   0.374,   0.967,   0.269,  24.000,  51.000, 105.000,   0.000,   0.000,  174,  73.197
14:02:39:674, 43019624771796,    4.659,   36.000, 3800,  18.172,  80.168,  22.269,  13.498,  59.380,  16.495, 60,  0,   0.000,   0.000,   0.000,   0.159,   0.984,   0.273,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  86.227
14:02:39:782, 43019886585773,    4.767,   41.000, 3800,  18.523,  82.172,  22.826,  13.712,  60.864,  16.907, 61,  0,   0.000,   0.000,   0.000,   0.218,   1.008,   0.280,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  91.169
14:02:39:907, 43020188710535,    4.892,   51.000, 3400,  21.505,  84.858,  23.572,  16.489,  62.924,  17.479, 63,  0,   0.000,   0.000,   0.000,   0.490,   1.069,   0.297,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  92.642
14:02:40:030, 43020486132454,    5.015,   52.000, 3800,  23.297,  87.722,  24.367,  18.230,  65.165,  18.101, 63,  0,   0.000,   0.000,   0.000,   0.401,   1.118,   0.311,  24.000,  51.000, 105.000,   0.000,   0.000,  168,  67.124
14:02:40:138, 43020746846565,    5.123,   43.000, 3800,  21.208,  90.008,  25.002,  16.305,  66.922,  18.589, 61,  0,   0.000,   0.000,   0.000,   0.300,   1.150,   0.320,  24.000,  51.000, 105.000,   0.000,   0.000,  100,  76.216
14:02:40:262, 43021045836924,    5.246,   38.000, 2900,  20.424,  92.532,  25.703,  15.709,  68.863,  19.129, 61,  0,   0.000,   0.000,   0.000,   0.098,   1.163,   0.323,  24.000,  51.000, 105.000,   0.000,   0.000,   61,  85.948
14:02:40:371, 43021310925707,    5.356,   40.000, 3800,  19.334,  94.650,  26.292,  14.528,  70.455,  19.571, 61,  0,   0.000,   0.000,   0.000,   0.267,   1.192,   0.331,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  85.616
14:02:40:495, 43021609457143,    5.479,   40.000, 3800,  19.717,  97.083,  26.968,  14.936,  72.298,  20.083, 62,  0,   0.000,   0.000,   0.000,   0.172,   1.213,   0.337,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  87.366
14:02:40:618, 43021908919108,    5.603,   39.000, 3800,  19.410,  99.486,  27.635,  14.471,  74.090,  20.580, 61,  0,   0.000,   0.000,   0.000,   0.368,   1.258,   0.350,  24.000,  51.000, 105.000,   0.000,   0.000,  172,  75.734
14:02:40:726, 43022169576499,    5.711,   36.000, 3800,  16.785, 101.295,  28.137,  11.927,  75.375,  20.937, 57,  0,   0.000,   0.000,   0.000,   0.350,   1.296,   0.360,  24.000,  51.000, 105.000,   0.000,   0.000,  186,  68.778
14:02:40:850, 43022468051562,    5.834,   40.000, 3800,  15.697, 103.231,  28.675,  10.914,  76.721,  21.311, 60,  0,   0.000,   0.000,   0.000,   0.267,   1.329,   0.369,  24.000,  51.000, 105.000,   0.000,   0.000,   90,  76.998
14:02:40:958, 43022731312286,    5.943,   42.000, 2900,  17.546, 105.141,  29.206,  12.823,  78.117,  21.699, 60,  0,   0.000,   0.000,   0.000,   0.200,   1.351,   0.375,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  91.107
14:02:41:083, 43023032341250,    6.068,   50.000, 3800,  20.509, 107.693,  29.915,  15.475,  80.042,  22.234, 61,  0,   0.000,   0.000,   0.000,   0.446,   1.406,   0.391,  24.000,  51.000, 105.000,   0.000,   0.000,  188,  59.363
14:02:41:207, 43023332138007,    6.191,   51.000, 3800,  23.488, 110.603,  30.723,  18.634,  82.352,  22.875, 66,  0,   0.000,   0.000,   0.000,   0.282,   1.441,   0.400,  24.000,  51.000, 105.000,   0.000,   0.000,  159,  70.970
14:02:41:332, 43023634818338,    6.317,   55.000, 3800,  24.860, 113.714,  31.587,  19.980,  84.851,  23.570, 64,  0,   0.000,   0.000,   0.000,   0.239,   1.471,   0.409,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  90.371
14:02:41:455, 43023932741429,    6.440,   47.000, 3800,  21.894, 116.410,  32.336,  16.955,  86.939,  24.150, 63,  0,   0.000,   0.000,   0.000,   0.327,   1.511,   0.420,  24.000,  51.000, 105.000,   0.000,   0.000,   58,  89.351
14:02:41:579, 43024233719692,    6.564,   39.000, 2900,  20.633, 118.977,  33.049,  15.819,  88.907,  24.697, 61,  0,   0.000,   0.000,   0.000,   0.233,   1.540,   0.428,  24.000,  51.000, 105.000,   0.000,   0.000,   59,  89.476
14:02:41:688, 43024496128757,    6.673,   40.000, 3800,  20.175, 121.165,  33.657,  15.417,  90.580,  25.161, 62,  0,   0.000,   0.000,   0.000,   0.155,   1.557,   0.433,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  88.647
14:02:41:797, 43024760180189,    6.782,   40.000, 3800,  19.038, 123.243,  34.234,  14.164,  92.126,  25.590, 63,  0,   0.000,   0.000,   0.000,   0.305,   1.591,   0.442,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  88.655
14:02:41:904, 43025018268422,    6.888,   36.000, 3800,  18.390, 125.205,  34.779,  13.748,  93.592,  25.998, 61,  0,   0.000,   0.000,   0.000,   0.065,   1.597,   0.444,  24.000,  51.000, 105.000,   0.000,   0.000,  124,  87.439
14:02:42:011, 43025278955019,    6.996,   42.000, 3800,  19.547, 127.312,  35.364,  14.799,  95.187,  26.441, 62,  0,   0.000,   0.000,   0.000,   0.169,   1.616,   0.449,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  87.091
14:02:42:135, 43025578033423,    7.120,   41.000, 3800,  20.413, 129.835,  36.065,  15.614,  97.117,  26.977, 61,  0,   0.000,   0.000,   0.000,   0.200,   1.640,   0.456,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  90.026
14:02:42:244, 43025842621356,    7.229,   38.000, 3800,  18.618, 131.871,  36.631,  13.817,  98.629,  27.397, 63,  0,   0.000,   0.000,   0.000,   0.199,   1.662,   0.462,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  88.862
14:02:42:355, 43026109130526,    7.339,   39.000, 3800,  19.934, 134.067,  37.241,  15.182, 100.301,  27.861, 62,  0,   0.000,   0.000,   0.000,   0.187,   1.683,   0.467,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  87.874
14:02:42:464, 43026372669956,    7.448,   44.000, 3800,  20.873, 136.341,  37.873,  16.129, 102.058,  28.349, 62,  0,   0.000,   0.000,   0.000,   0.157,   1.700,   0.472,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  91.022
14:02:42:588, 43026673628880,    7.573,   52.000, 3800,  22.848, 139.184,  38.662,  18.126, 104.313,  28.976, 63,  0,   0.000,   0.000,   0.000,   0.097,   1.712,   0.476,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  90.509
14:02:42:711, 43026971971189,    7.696,   50.000, 3800,  23.185, 142.043,  39.456,  18.294, 106.569,  29.603, 66,  0,   0.000,   0.000,   0.000,   0.220,   1.739,   0.483,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  91.173
14:02:42:834, 43027269616588,    7.819,   40.000, 3600,  15.507, 143.951,  39.986,  10.789, 107.897,  29.971, 60,  0,   0.000,   0.000,   0.000,   0.205,   1.764,   0.490,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  88.026
14:02:42:957, 43027566410091,    7.942,   42.000, 3800,  19.550, 146.349,  40.653,  14.763, 109.708,  30.474, 63,  0,   0.000,   0.000,   0.000,   0.198,   1.789,   0.497,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  85.388
14:02:43:081, 43027867524422,    8.066,   39.000, 3800,  19.733, 148.805,  41.335,  15.039, 111.580,  30.994, 61,  0,   0.000,   0.000,   0.000,   0.095,   1.801,   0.500,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  87.898
14:02:43:205, 43028166322954,    8.190,   40.000, 3700,  19.311, 151.190,  41.997,  14.489, 113.369,  31.491, 62,  0,   0.000,   0.000,   0.000,   0.244,   1.831,   0.509,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  79.777
14:02:43:314, 43028430131217,    8.299,   41.000, 3800,  20.592, 153.436,  42.621,  15.595, 115.070,  31.964, 65,  0,   0.000,   0.000,   0.000,   0.348,   1.869,   0.519,  24.000,  51.000, 105.000,   0.000,   0.000,  182,  66.924
14:02:43:423, 43028692683934,    8.407,   41.000, 3800,  20.153, 155.623,  43.229,  15.208, 116.720,  32.422, 63,  0,   0.000,   0.000,   0.000,   0.312,   1.902,   0.528,  24.000,  51.000, 105.000,   0.000,   0.000,  125,  80.236
14:02:43:531, 43028955825071,    8.516,   39.000, 3800,  20.304, 157.831,  43.842,  15.499, 118.406,  32.891, 64,  0,   0.000,   0.000,   0.000,   0.201,   1.924,   0.534,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  89.721
14:02:43:640, 43029219598428,    8.625,   37.000, 3800,  18.983, 159.901,  44.417,  14.294, 119.965,  33.324, 61,  0,   0.000,   0.000,   0.000,   0.116,   1.937,   0.538,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  87.859
14:02:43:751, 43029486507469,    8.735,   41.000, 3800,  20.717, 162.187,  45.052,  15.921, 121.721,  33.811, 67,  0,   0.000,   0.000,   0.000,   0.192,   1.958,   0.544,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  87.396
14:02:43:873, 43029783552437,    8.858,   48.000, 3800,  20.882, 164.751,  45.764,  16.020, 123.688,  34.358, 65,  0,   0.000,   0.000,   0.000,   0.293,   1.994,   0.554,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  90.482
14:02:43:996, 43030079809672,    8.981,   51.000, 3800,  24.484, 167.749,  46.597,  19.540, 126.081,  35.023, 68,  0,   0.000,   0.000,   0.000,   0.238,   2.023,   0.562,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  90.490
14:02:44:119, 43030377193686,    9.104,   42.000, 3800,  20.737, 170.298,  47.305,  16.003, 128.048,  35.569, 63,  0,   0.000,   0.000,   0.000,   0.083,   2.033,   0.565,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  88.224
14:02:44:243, 43030677309913,    9.228,   37.000, 3800,  19.894, 172.766,  47.991,  15.179, 129.931,  36.092, 64,  0,   0.000,   0.000,   0.000,   0.115,   2.048,   0.569,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  83.385
14:02:44:351, 43030940073475,    9.336,   41.000, 3800,  19.741, 174.911,  48.586,  14.944, 131.554,  36.543, 63,  0,   0.000,   0.000,   0.000,   0.155,   2.064,   0.573,  24.000,  51.000, 105.000,   0.000,   0.000,  279,  58.763
14:02:44:460, 43031201874307,    9.444,   46.000, 3800,  19.073, 176.975,  49.160,  14.233, 133.095,  36.971, 65,  0,   0.000,   0.000,   0.000,   0.187,   2.085,   0.579,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  60.525
14:02:44:568, 43031464001628,    9.553,   45.000, 2900,  20.754, 179.223,  49.784,  15.877, 134.815,  37.449, 64,  0,   0.000,   0.000,   0.000,   0.239,   2.110,   0.586,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  88.505
14:02:44:678, 43031730222932,    9.663,   40.000, 3800,  19.406, 181.359,  50.378,  14.443, 136.404,  37.890, 65,  0,   0.000,   0.000,   0.000,   0.332,   2.147,   0.596,  24.000,  51.000, 105.000,   0.000,   0.000,   63,  91.679
14:02:44:786, 43031991971631,    9.771,   38.000, 3800,  19.038, 183.419,  50.950,  14.327, 137.954,  38.321, 61,  0,   0.000,   0.000,   0.000,   0.090,   2.157,   0.599,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  90.498
14:02:44:897, 43032259645440,    9.882,   37.000, 3800,  18.808, 185.500,  51.528,  14.011, 139.505,  38.751, 63,  0,   0.000,   0.000,   0.000,   0.183,   2.177,   0.605,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  90.080
14:02:45:005, 43032520816993,    9.990,   37.000, 3800,  17.377, 187.376,  52.049,  12.645, 140.870,  39.131, 61,  0,   0.000,   0.000,   0.000,   0.135,   2.191,   0.609,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  80.294
14:02:45:127, 43032816935349,   10.112,   48.000, 3800,  19.258, 189.733,  52.704,  14.357, 142.627,  39.619, 67,  0,   0.000,   0.000,   0.000,   0.270,   2.225,   0.618,  24.000,  51.000, 105.000,   0.000,   0.000,   78,  92.525
14:02:45:251, 43033115849021,   10.236,   54.000, 3800,  22.579, 192.523,  53.479,  17.598, 144.802,  40.223, 68,  0,   0.000,   0.000,   0.000,   0.351,   2.268,   0.630,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  87.483
14:02:45:374, 43033414514569,   10.359,   51.000, 3800,  24.518, 195.550,  54.319,  19.291, 147.183,  40.884, 66,  0,   0.000,   0.000,   0.000,   0.506,   2.330,   0.647,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  88.749
14:02:45:497, 43033712087679,   10.482,   39.000, 3800,  20.079, 198.020,  55.005,  15.338, 149.070,  41.408, 64,  0,   0.000,   0.000,   0.000,   0.158,   2.350,   0.653,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  89.835
14:02:45:605, 43033973264120,   10.590,   36.000, 3800,  19.258, 200.099,  55.583,  14.536, 150.639,  41.844, 63,  0,   0.000,   0.000,   0.000,   0.101,   2.361,   0.656,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  87.378
14:02:45:714, 43034236286616,   10.699,   38.000, 3800,  18.226, 202.080,  56.133,  13.485, 152.105,  42.252, 65,  0,   0.000,   0.000,   0.000,   0.171,   2.379,   0.661,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  83.299
14:02:45:823, 43034500166652,   10.808,   38.000, 3800,  16.592, 203.890,  56.636,  11.792, 153.392,  42.609, 64,  0,   0.000,   0.000,   0.000,   0.218,   2.403,   0.668,  24.000,  51.000, 105.000,   0.000,   0.000,  171,  73.911
14:02:45:932, 43034764105206,   10.917,   39.000, 3800,  19.487, 206.016,  57.227,  14.684, 154.994,  43.054, 63,  0,   0.000,   0.000,   0.000,   0.191,   2.424,   0.673,  24.000,  51.000, 105.000,   0.000,   0.000,  137,  49.520
14:02:46:041, 43035027588125,   11.026,   41.000, 3800,  20.739, 208.275,  57.854,  15.950, 156.731,  43.536, 65,  0,   0.000,   0.000,   0.000,   0.144,   2.440,   0.678,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  88.447
14:02:46:150, 43035291959801,   11.135,   38.000, 3800,  20.921, 210.561,  58.489,  16.173, 158.498,  44.027, 66,  0,   0.000,   0.000,   0.000,   0.088,   2.449,   0.680,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  91.701
14:02:46:259, 43035555263631,   11.244,   37.000, 3800,  20.138, 212.753,  59.098,  15.442, 160.179,  44.494, 65,  0,   0.000,   0.000,   0.000,   0.098,   2.460,   0.683,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  89.723
14:02:46:383, 43035855366993,   11.368,   42.000, 3800,  21.010, 215.359,  59.822,  16.270, 162.197,  45.055, 65,  0,   0.000,   0.000,   0.000,   0.103,   2.473,   0.687,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  91.216
14:02:46:507, 43036155992721,   11.492,   51.000, 3800,  22.246, 218.124,  60.590,  17.339, 164.352,  45.653, 70,  0,   0.000,   0.000,   0.000,   0.291,   2.509,   0.697,  24.000,  51.000, 105.000,   0.000,   0.000,   63,  74.465
14:02:46:630, 43036453169770,   11.615,   51.000, 3800,  24.394, 221.120,  61.422,  19.328, 166.726,  46.313, 67,  0,   0.000,   0.000,   0.000,   0.416,   2.560,   0.711,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  88.675
14:02:46:756, 43036755969492,   11.740,   40.000, 3800,  20.826, 223.727,  62.146,  15.906, 168.717,  46.866, 64,  0,   0.000,   0.000,   0.000,   0.242,   2.590,   0.720,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  89.148
14:02:46:881, 43037058588420,   11.865,   38.000, 3800,  18.576, 226.051,  62.792,  13.674, 170.428,  47.341, 65,  0,   0.000,   0.000,   0.000,   0.287,   2.626,   0.730,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  91.870
14:02:46:990, 43037323269942,   11.975,   36.000, 3800,  17.940, 228.014,  63.337,  13.177, 171.869,  47.741, 65,  0,   0.000,   0.000,   0.000,   0.163,   2.644,   0.734,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  91.403
14:02:47:100, 43037589015648,   12.085,   38.000, 3800,  20.037, 230.215,  63.949,  15.210, 173.540,  48.206, 67,  0,   0.000,   0.000,   0.000,   0.207,   2.667,   0.741,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  89.027
14:02:47:209, 43037851980627,   12.193,   38.000, 3800,  20.393, 232.431,  64.564,  15.647, 175.241,  48.678, 66,  0,   0.000,   0.000,   0.000,   0.106,   2.678,   0.744,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  89.155
